,Protein_Names,Protein_Group,Protein_Ids,Genes,First_Protein_Description,Peptides,1135-MRL_12,3057-MLL-LP1_2,3057-MLL-LS1_1,3057-MLL-NUC_3,3057-MRL-LP1_10,3057-MRL-LS1_7,3058-FRL_5,3058-FRU_13,3058-FRU-LP1_9,3058-FRU-LS1_6,3058-MRU_15,3062-MRL_4,3062-MRU_14,3062-MRU-LP1_11,3062-MRU-LS1_8
1079,PCM1-2_MOUSE;PCM1_MOUSE,Q9R0L6;Q9R0L6-2,Q9R0L6;A0A1B0GT33;Q9R0L6-2,Pcm1,Pericentriolar material 1 protein,29,0.0,986421.0,628709.0,0.0,1173640.0,0.0,0.0,61037.1,305760.0,0.0,87692.7,0.0,404371.0,6006530.0,0.0
1080,TIM50_MOUSE,Q9D880,Q9D880,Timm50,Mitochondrial import inner membrane translocase subunit TIM50,9,0.0,984749.0,0.0,0.0,1603130.0,0.0,0.0,413680.0,56000.3,0.0,106223.0,60024.0,976978.0,1927310.0,0.0
1081,DSG1B_MOUSE,Q7TSF1,Q7TSF1,Dsg1b,Desmoglein-1-beta,8,1314340.0,984353.0,1665900.0,707859.0,2590100.0,299307.0,749474.0,316757.0,312868.0,438230.0,1310900.0,902606.0,643334.0,0.0,824761.0
1082,REEP5_MOUSE,Q60870,Q60870;A0A494BBE3;G3X8R0,Reep5,Receptor expression-enhancing protein 5,2,0.0,984326.0,1758490.0,0.0,1544780.0,0.0,0.0,0.0,65691.5,0.0,0.0,0.0,192680.0,3968300.0,0.0
1083,CLCN6_MOUSE,O35454,O35454;A2A7F6,Clcn6,Chloride transport protein 6,16,0.0,982103.0,215682.0,0.0,1001850.0,0.0,0.0,0.0,81945.5,0.0,83182.1,0.0,0.0,3192410.0,0.0
1084,SRC_MOUSE,P05480,P05480;P39688;Q04736;D3YZ57;F8WI90;P39688-2,Src,Neuronal proto-oncogene tyrosine-protein kinase Src,20,0.0,981676.0,725201.0,0.0,1335060.0,0.0,518599.0,0.0,356629.0,0.0,420604.0,0.0,185810.0,6389080.0,65581.2
1085,STIM1_MOUSE,P70302,P70302;A0A1B0GR78;A0A1B0GRA5,Stim1,Stromal interaction molecule 1,16,0.0,980655.0,342416.0,0.0,1375080.0,0.0,0.0,74152.1,250333.0,0.0,615935.0,0.0,1146660.0,7534360.0,0.0
1086,C170B_MOUSE,Q80U49,Q80U49;B9EIX2;Q80U49-2,Cep170b,Centrosomal protein of 170 kDa protein B,72,49438.0,979711.0,1722680.0,0.0,1636010.0,0.0,76271.3,178637.0,1175470.0,0.0,540976.0,567959.0,887123.0,16098300.0,371037.0
1087,HMOX2_MOUSE,O70252,O70252;D3YX62,Hmox2,Heme oxygenase 2,10,0.0,978876.0,817585.0,0.0,1400310.0,0.0,0.0,0.0,56766.4,0.0,607065.0,0.0,703218.0,3432290.0,0.0
1088,ELAV1_MOUSE,P70372,P70372,Elavl1,ELAV-like protein 1,13,0.0,977892.0,4512030.0,0.0,1360880.0,0.0,0.0,82042.0,196897.0,0.0,445311.0,0.0,1432470.0,10049700.0,409839.0
1089,A0A0N4SW73_MOUSE,A0A0N4SW73,A0A0N4SW73,Rab11fip5,"Isoform of Q8R361, Rab11 family-interacting protein 5",10,0.0,977142.0,552833.0,0.0,743750.0,0.0,0.0,0.0,108834.0,0.0,57025.1,0.0,211464.0,3402930.0,0.0
1090,OSBL8_MOUSE,B9EJ86,B9EJ86;A0A0R4J150;A0A5F8MPC5,Osbpl8,Oxysterol-binding protein-related protein 8,14,0.0,976730.0,638202.0,0.0,1476380.0,0.0,0.0,0.0,117867.0,0.0,0.0,0.0,244482.0,5297480.0,0.0
1091,ATAT_MOUSE,Q8K341,Q8K341;Q8K341-2;Q8K341-3;Q8K341-4;Q8K341-5,Atat1,Alpha-tubulin N-acetyltransferase 1,12,0.0,976270.0,1870120.0,0.0,2879400.0,0.0,0.0,247742.0,795576.0,0.0,231920.0,0.0,953520.0,19445600.0,480932.0
1092,E9Q828_MOUSE;F7AAP4_MOUSE,E9Q828;F7AAP4,E9Q828;F7AAP4,Atp2b4,"Isoform of Q6Q477, Calcium-transporting ATPase",3,0.0,976176.0,96993.6,0.0,1717450.0,0.0,0.0,230393.0,588666.0,0.0,227342.0,0.0,660345.0,7058050.0,0.0
1093,SYLC_MOUSE,Q8BMJ2,Q8BMJ2,Lars1,"Leucine--tRNA ligase, cytoplasmic",46,0.0,975050.0,4693230.0,0.0,1143500.0,0.0,0.0,92979.2,0.0,0.0,0.0,0.0,413603.0,2320040.0,119886.0
1094,MFR1L_MOUSE,Q9CWE0,Q9CWE0;D3YW54;D3Z0X8;D6RCX5,Mtfr1l,Mitochondrial fission regulator 1-like,12,0.0,972195.0,478249.0,0.0,1167230.0,0.0,0.0,115892.0,495700.0,0.0,156039.0,0.0,276884.0,12142000.0,39351.2
1095,GP162_MOUSE,Q3UN16,Q3UN16,Gpr162,Probable G-protein coupled receptor 162,8,0.0,971781.0,0.0,0.0,1175760.0,0.0,749621.0,348055.0,739763.0,0.0,410259.0,0.0,962245.0,8803730.0,0.0
1096,ARP2_MOUSE,P61161,P61161,Actr2,Actin-related protein 2,16,0.0,971392.0,4539480.0,0.0,1464340.0,0.0,0.0,204790.0,585264.0,0.0,408175.0,0.0,995445.0,18897000.0,403400.0
1097,MAST3_MOUSE,Q3U214,Q3U214;A0A1D5RM97,Mast3,Microtubule-associated serine/threonine-protein kinase 3,22,0.0,969994.0,1467820.0,0.0,1763710.0,0.0,0.0,272887.0,515645.0,0.0,658378.0,0.0,756091.0,12220400.0,239487.0
1098,S61A1_MOUSE,P61620,P61620;Q9JLR1;A2ATT9;Q9CYJ6,Sec61a1,Protein transport protein Sec61 subunit alpha isoform 1,4,98612.3,967791.0,514769.0,0.0,1406910.0,0.0,0.0,377600.0,0.0,0.0,162383.0,119878.0,770967.0,3687790.0,73239.7
1099,ANS1B-2_MOUSE;ANS1B-4_MOUSE,Q8BIZ1-2;Q8BIZ1-4,A0A0R4J2A6;A0A0R4J2A8;E9QPP6;Q8BIZ1-2;Q8BIZ1-4;S4R1H2;S4R1Q0;S4R2H2;S4R2I2;S4R2K2;S4R2Q2,Anks1b,"Isoform of Q8BIZ1, Isoform 2 of Ankyrin repeat and sterile alpha motif domain-containing protein 1B",4,0.0,967171.0,737378.0,0.0,1769530.0,0.0,319259.0,368536.0,1694540.0,0.0,965441.0,223523.0,384339.0,43699500.0,0.0
1100,LRC57_MOUSE,Q9D1G5,Q9D1G5;A2AKH7;Q8JZX5,Lrrc57,Leucine-rich repeat-containing protein 57,9,0.0,964024.0,2058240.0,0.0,2377240.0,0.0,0.0,0.0,246177.0,0.0,0.0,0.0,0.0,6915060.0,229634.0
1101,VP35L_MOUSE,Q8BWQ6,Q8BWQ6;D3YW19;I1E4X5;Q8BWQ6-2;Q8BWQ6-3,Vps35l,VPS35 endosomal protein sorting factor-like,39,0.0,962620.0,6423220.0,0.0,1114900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158637.0,3059540.0,119872.0
1102,NIPS1_MOUSE,O55125,O55125,Nipsnap1,Protein NipSnap homolog 1,4,0.0,962476.0,883435.0,0.0,1293190.0,0.0,0.0,107542.0,102335.0,0.0,114073.0,0.0,267673.0,1980580.0,0.0
1103,TCPA_MOUSE,P11983,P11983;P11983-2,Tcp1,T-complex protein 1 subunit alpha,30,0.0,961455.0,9196910.0,0.0,1666030.0,0.0,0.0,167812.0,333720.0,0.0,474029.0,0.0,1507190.0,9932250.0,626522.0
1104,MYPT1_MOUSE,Q9DBR7,Q9DBR7;A0A1W2P750;Q9DBR7-2,Ppp1r12a,Protein phosphatase 1 regulatory subunit 12A,46,484698.0,960862.0,2288990.0,0.0,1273300.0,77852.7,80090.9,515685.0,1884900.0,436022.0,570557.0,0.0,959157.0,23355700.0,432558.0
1105,EIF3C_MOUSE,Q8R1B4,Q8R1B4,Eif3c,Eukaryotic translation initiation factor 3 subunit C,36,0.0,960155.0,16190500.0,0.0,1267720.0,66205.5,0.0,0.0,46791.3,0.0,163813.0,249044.0,360961.0,2846940.0,480814.0
1106,K2C73_MOUSE,Q6NXH9,P07744;Q6NXH9,Krt73,"Keratin, type II cytoskeletal 73",7,1196330.0,959176.0,2350450.0,391233.0,965370.0,99751.7,657753.0,237204.0,266951.0,1690080.0,488423.0,585335.0,623359.0,0.0,837050.0
1107,A0A0R4J2C2_MOUSE,A0A0R4J2C2,A0A0R4J2C2,Syt2,"Isoform of P46097, Synaptotagmin-2",1,0.0,958940.0,2293910.0,0.0,1614110.0,0.0,0.0,141709.0,524980.0,0.0,338796.0,0.0,799981.0,15589700.0,64093.5
1108,VP13C-3_MOUSE;VP13C_MOUSE,Q8BX70;Q8BX70-3,Q8BX70;A0A1L1SUY8;Q8BX70-2;Q8BX70-3,Vps13c,Vacuolar protein sorting-associated protein 13C,94,0.0,958560.0,1770250.0,0.0,2327300.0,0.0,0.0,0.0,217171.0,0.0,179973.0,0.0,263397.0,6754970.0,351052.0
1109,CLAP1_MOUSE,Q80TV8,Q80TV8;A0A087WQF1;E9Q6L0;E9QKH0,Clasp1,CLIP-associating protein 1,3,0.0,957034.0,1060090.0,0.0,1205530.0,0.0,0.0,0.0,321448.0,0.0,0.0,0.0,288096.0,7870560.0,154310.0
1110,NECA2_MOUSE,Q91ZP9,Q91ZP9;Q91ZP9-2,Necab2,N-terminal EF-hand calcium-binding protein 2,15,0.0,955705.0,2516020.0,0.0,1800750.0,0.0,0.0,0.0,552538.0,0.0,202541.0,0.0,584252.0,8515590.0,768913.0
1111,CYRIA_MOUSE,Q8BHZ0,Q8BHZ0,Cyria,CYFIP-related Rac1 interactor A,11,0.0,954665.0,4740080.0,0.0,1654030.0,0.0,50436.5,103830.0,0.0,0.0,201431.0,0.0,256584.0,5307920.0,348459.0
1112,MADD-14_MOUSE,Q80U28-14,Q80U28;A0A0R4J1F4;A2AGQ2;A2AGQ3;A2AGQ4;A2AGQ5;A2AGQ6;A2AGQ7;A2AGQ8;A2AGQ9;A2AGR0;A2AGR1;E9QN47;Q80U28-10;Q80U28-11;Q80U28-14;Q80U28-15;Q80U28-2;Q80U28-3;Q80U28-4;Q80U28-5;Q80U28-6;Q80U28-7;Q80U28-8;Q80U28-9,Madd,"Isoform of Q80U28, Isoform 14 of MAP kinase-activating death domain protein",43,43472.7,954526.0,4826470.0,0.0,1809610.0,0.0,64877.3,398986.0,353735.0,0.0,551530.0,79125.4,1393060.0,7979670.0,682283.0
1113,EFR3B-2_MOUSE;EFR3B_MOUSE,Q6ZQ18;Q6ZQ18-2,Q6ZQ18;A0A1W2P7T9;Q6ZQ18-2,Efr3b,Protein EFR3 homolog B,27,0.0,953272.0,695060.0,0.0,1295360.0,0.0,0.0,304010.0,686733.0,0.0,183265.0,0.0,882053.0,12872400.0,0.0
1114,SGTA_MOUSE,Q8BJU0,Q8BJU0;Q8BJU0-2,Sgta,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,10,0.0,952903.0,6536220.0,0.0,1233170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586898.0,5779030.0,535119.0
1115,K0513_MOUSE,Q8R0A7,Q8R0A7;Q3TA40,Kiaa0513,Uncharacterized protein KIAA0513,20,0.0,952423.0,8689090.0,0.0,1923170.0,0.0,0.0,121386.0,48848.3,0.0,167023.0,0.0,379277.0,3290030.0,520495.0
1116,DSRAD-5_MOUSE;DSRAD_MOUSE,Q99MU3;Q99MU3-5,Q99MU3;Q99MU3-2;Q99MU3-3;Q99MU3-4;Q99MU3-5,Adar,Double-stranded RNA-specific adenosine deaminase,12,0.0,951875.0,3153430.0,0.0,844836.0,0.0,0.0,0.0,0.0,1171230.0,474790.0,0.0,1258720.0,4466550.0,0.0
1117,PPM1A_MOUSE,P49443,P36993;P49443;A0A1Y7VJZ4;P36993-3;P36993-4;P36993-5;Q99NF7;Q9EQE2,Ppm1a,Protein phosphatase 1A,18,0.0,949976.0,6160760.0,0.0,1194770.0,0.0,0.0,0.0,0.0,0.0,101451.0,0.0,145552.0,2414460.0,399658.0
1118,ACDSB_MOUSE,Q9DBL1,Q9DBL1;E9Q5L3,Acadsb,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",16,0.0,948455.0,7210530.0,0.0,1817760.0,41034.1,0.0,167368.0,1864770.0,0.0,0.0,0.0,469887.0,2347690.0,380287.0
1119,SYN2-2_MOUSE,Q64332-2,Q64332-2,Syn2,"Isoform of Q64332, Isoform IIb of Synapsin-2",1,0.0,947347.0,4196320.0,0.0,787861.0,0.0,0.0,0.0,102784.0,0.0,0.0,0.0,0.0,4106540.0,0.0
1120,GSK3A_MOUSE,Q2NL51,Q2NL51;D3Z7E5,Gsk3a,Glycogen synthase kinase-3 alpha,11,0.0,946661.0,7471500.0,0.0,1551680.0,0.0,0.0,0.0,147248.0,0.0,0.0,0.0,160226.0,2555990.0,369739.0
1121,2ABA_MOUSE,Q6P1F6,Q6P1F6;Q9CWU3,Ppp2r2a,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,13,0.0,946653.0,8910350.0,0.0,1398870.0,38555.5,101455.0,233043.0,545916.0,0.0,410255.0,113087.0,1752430.0,9692540.0,703408.0
1122,MTX1_MOUSE,P47802,P47802;D3Z3F4;F7C846;G3UXX9,Mtx1,Metaxin-1,10,0.0,946249.0,0.0,0.0,1200040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072810.0,0.0
1123,A0A1D5RM83_MOUSE,A0A1D5RM83,A0A1D5RM83,Iqsec1,"Isoform of Q8R0S2, SEC7 domain-containing protein",5,90413.0,946213.0,268961.0,0.0,1112900.0,0.0,215295.0,390327.0,1157650.0,0.0,1393270.0,197624.0,758483.0,16992500.0,0.0
1124,CKAP4_MOUSE,Q8BMK4,Q8BMK4,Ckap4,Cytoskeleton-associated protein 4,22,0.0,945316.0,0.0,0.0,1279010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3116930.0,0.0
1125,SLMAP-2_MOUSE;SLMAP_MOUSE,Q3URD3;Q3URD3-2,Q3URD3;D3Z7V3;F6WY34;F8WIH0;H7BX64;Q3URD3-2,Slmap,Sarcolemmal membrane-associated protein,28,0.0,945011.0,433903.0,0.0,1177720.0,0.0,0.0,0.0,252893.0,0.0,0.0,0.0,80625.8,4728580.0,0.0
1126,K1C13_MOUSE,P08730,P08730;P19001;Q61414;B1AQ77,Krt13,"Keratin, type I cytoskeletal 13",5,2580010.0,942843.0,2465420.0,1321170.0,158048.0,0.0,0.0,0.0,0.0,25668.3,0.0,0.0,0.0,0.0,488960.0
1127,CAMP3-3_MOUSE;CAMP3-4_MOUSE;CAMP3-5_MOUSE;CAMP3_MOUSE,Q80VC9;Q80VC9-3;Q80VC9-4;Q80VC9-5,Q80VC9;Q80VC9-10;Q80VC9-11;Q80VC9-12;Q80VC9-14;Q80VC9-2;Q80VC9-3;Q80VC9-4;Q80VC9-5,Camsap3,Calmodulin-regulated spectrin-associated protein 3,39,0.0,942728.0,1374830.0,0.0,1467870.0,0.0,0.0,262347.0,987409.0,0.0,190654.0,0.0,564939.0,15931200.0,331139.0
1128,TOM1_MOUSE,O88746,O88746;O88746-2;Q3UDC3,Tom1,Target of Myb protein 1,14,0.0,942709.0,11319800.0,0.0,1416320.0,0.0,0.0,0.0,113221.0,0.0,0.0,0.0,242520.0,3482500.0,933968.0
1129,HOME3-2_MOUSE,Q99JP6-2,Q99JP6;Q99JP6-2,Homer3,"Isoform of Q99JP6, Isoform 2 of Homer protein homolog 3",18,0.0,941278.0,1524240.0,0.0,985906.0,0.0,0.0,107986.0,1071950.0,0.0,135415.0,0.0,466902.0,12553400.0,0.0
1130,A1AT1_MOUSE,P07758,P07758;P22599;Q00897;Q00898;A0A0A0MQA3;A0A0R4J0X5,Serpina1a,Alpha-1-antitrypsin 1-1,7,856080.0,941104.0,1460830.0,835773.0,894757.0,684929.0,703593.0,870029.0,716893.0,797036.0,1021240.0,807849.0,864754.0,1099030.0,835473.0
1131,THIM_MOUSE,Q8BWT1,Q8BWT1;A0A494B9J2,Acaa2,"3-ketoacyl-CoA thiolase, mitochondrial",14,0.0,935377.0,1775300.0,53578.1,1605320.0,0.0,0.0,390814.0,598009.0,206970.0,175126.0,58080.4,839028.0,10282600.0,413732.0
1132,ABCA2_MOUSE,P41234,P41234;A2AJ26,Abca2,ATP-binding cassette sub-family A member 2,22,0.0,934737.0,691298.0,0.0,1411180.0,0.0,0.0,0.0,122566.0,0.0,0.0,124682.0,0.0,2883780.0,0.0
1133,ERF1_MOUSE,Q8BWY3,Q8BWY3,Etf1,Eukaryotic peptide chain release factor subunit 1,13,0.0,934548.0,7878970.0,479911.0,1249610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135479.0,1549240.0,261877.0
1134,ACSL3_MOUSE,Q9CZW4,Q9CZW4;E9PUC2,Acsl3,Long-chain-fatty-acid--CoA ligase 3,18,0.0,934390.0,573833.0,0.0,1281620.0,0.0,0.0,110514.0,215595.0,0.0,0.0,0.0,460569.0,4345060.0,0.0
1135,SAFB1_MOUSE,D3YXK2,D3YXK2;S4R1M2,Safb,Scaffold attachment factor B1,22,68450.8,934052.0,545571.0,465448.0,956423.0,0.0,0.0,256735.0,857551.0,0.0,911220.0,96569.4,1632270.0,28920800.0,287594.0
1136,4F2-2_MOUSE;4F2_MOUSE,P10852;P10852-2,P10852;A0A0U1RPK4;P10852-2,Slc3a2,4F2 cell-surface antigen heavy chain,20,0.0,932363.0,130553.0,0.0,1569160.0,0.0,289035.0,1150070.0,144953.0,0.0,446138.0,262689.0,3368000.0,10218400.0,0.0
1137,DHX30-2_MOUSE;DHX30_MOUSE,Q99PU8;Q99PU8-2,Q99PU8;A0A0G2JFR1;A0A0G2JGL1;A0A0G2JGL8;Q99PU8-2;Q99PU8-3,Dhx30,ATP-dependent RNA helicase DHX30,46,0.0,931961.0,3652140.0,0.0,1252620.0,57681.2,0.0,0.0,138074.0,0.0,162566.0,0.0,637001.0,3478720.0,318511.0
1138,VP13A_MOUSE,Q5H8C4,Q5H8C4;A0A286YCT3;Q5H8C4-2,Vps13a,Vacuolar protein sorting-associated protein 13A,55,0.0,929911.0,2571740.0,0.0,1435390.0,0.0,0.0,80299.4,222736.0,0.0,201439.0,0.0,219550.0,4186230.0,135164.0
1139,ASTRA-3_MOUSE;ASTRA_MOUSE,Q8VEF1;Q8VEF1-3,Q8VEF1;A0A087WP91;A0A087WPB6;A0A087WRK8;F8WJ74;Q8VEF1-2;Q8VEF1-3,Gramd1a,Protein Aster-A,5,0.0,928979.0,0.0,0.0,657869.0,0.0,0.0,0.0,703331.0,0.0,0.0,0.0,0.0,2723900.0,0.0
1140,STIM2_MOUSE,P83093,P83093;F6WBP9;I1E4X8,Stim2,Stromal interaction molecule 2,17,0.0,928788.0,234933.0,0.0,1112290.0,0.0,0.0,0.0,340155.0,0.0,0.0,0.0,247264.0,5151980.0,0.0
1141,OMGP_MOUSE,Q63912,Q63912;G3XA53,Omg,Oligodendrocyte-myelin glycoprotein,8,156952.0,927801.0,0.0,0.0,1059110.0,0.0,0.0,39075.2,4817320.0,0.0,129228.0,0.0,0.0,79086100.0,0.0
1142,FV1_MOUSE,P70213,P70213,Fv1,Friend virus susceptibility protein 1,8,0.0,927648.0,1064040.0,0.0,1119420.0,0.0,0.0,57892.7,113769.0,0.0,0.0,79250.2,0.0,1524300.0,0.0
1143,AGAP1_MOUSE,Q8BXK8,Q8BXK8;A0A087WRF2;E9Q3K3,Agap1,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",17,0.0,927399.0,2217960.0,0.0,1229890.0,0.0,55837.2,166041.0,794842.0,0.0,355976.0,0.0,686327.0,14841300.0,230787.0
1144,DDX17_MOUSE,Q501J6,Q501J6;Q3TU25;Q3U741;Q501J6-2,Ddx17,Probable ATP-dependent RNA helicase DDX17,23,147504.0,925823.0,4276260.0,52726.9,974675.0,64934.0,0.0,111208.0,177661.0,0.0,654238.0,96653.3,1640990.0,6569620.0,493529.0
1145,AGRA1_MOUSE,Q8C4G9,Q8C4G9,Adgra1,Adhesion G protein-coupled receptor A1,5,0.0,925304.0,0.0,0.0,1264130.0,0.0,52872.4,240321.0,1730910.0,0.0,720607.0,0.0,0.0,17047600.0,0.0
1146,WASC4_MOUSE,Q3UMB9,Q3UMB9,Washc4,WASH complex subunit 4,24,0.0,924869.0,3902010.0,0.0,808878.0,0.0,0.0,0.0,53837.0,0.0,0.0,0.0,165878.0,2412950.0,234828.0
1147,RL35_MOUSE,Q6ZWV7,Q6ZWV7,Rpl35,60S ribosomal protein L35,2,110547.0,924353.0,1059350.0,81251.6,357435.0,146230.0,63404.6,263981.0,0.0,77516.3,426003.0,87337.9,765480.0,1225260.0,375491.0
1148,CAPS1-2_MOUSE,Q80TJ1-2,A0A286YDH6;Q80TJ1-2,Cadps,"Isoform of Q80TJ1, Isoform 2 of Calcium-dependent secretion activator 1",1,0.0,923960.0,4474810.0,0.0,1204650.0,0.0,0.0,0.0,181195.0,0.0,118132.0,0.0,0.0,2658840.0,759214.0
1149,DNJA3-3_MOUSE;DNJA3_MOUSE,Q99M87;Q99M87-3,Q99M87;Q99M87-2;Q99M87-3,Dnaja3,"DnaJ homolog subfamily A member 3, mitochondrial",8,0.0,921231.0,677924.0,0.0,1113210.0,0.0,0.0,134323.0,119926.0,0.0,121635.0,0.0,541576.0,4501120.0,0.0
1150,PLPR4_MOUSE,Q7TME0,Q7TME0;A0A0G2JGY9,Plppr4,Phospholipid phosphatase-related protein type 4,28,0.0,920515.0,161647.0,0.0,1170990.0,0.0,0.0,0.0,789461.0,0.0,196853.0,0.0,350789.0,12133800.0,0.0
1151,ATPF1_MOUSE,Q811I0,Q811I0;H3BJP9;H3BKR0;H3BLD0;H3BLL2;V9GX21,Atpaf1,ATP synthase mitochondrial F1 complex assembly factor 1,10,0.0,920003.0,3149260.0,0.0,1350050.0,0.0,0.0,0.0,186591.0,0.0,0.0,0.0,458359.0,4303850.0,307956.0
1152,SYJ2B_MOUSE,Q9D6K5,Q9D6K5;E9PVN6;E9PVQ9;Q9D6K5-2;Q9D6K5-4,Synj2bp,Synaptojanin-2-binding protein,7,350722.0,918362.0,0.0,0.0,1336570.0,0.0,0.0,0.0,138988.0,0.0,0.0,0.0,0.0,3653330.0,317782.0
1153,STRN4-2_MOUSE;STRN4_MOUSE,P58404;P58404-2,P58404;Q9ERG2;B2RQS1;P58404-2;V9GXE7,Strn4,Striatin-4,17,0.0,916497.0,2210160.0,0.0,1275740.0,0.0,36802.4,87544.9,792121.0,0.0,229301.0,0.0,586751.0,10540500.0,252279.0
1154,FAF2_MOUSE,Q3TDN2,Q3TDN2;D3YUP4;Q3TDN2-2,Faf2,FAS-associated factor 2,9,0.0,915629.0,280941.0,0.0,1400350.0,0.0,0.0,0.0,78145.6,0.0,0.0,0.0,156066.0,2579530.0,0.0
1155,K1549_MOUSE,Q68FD9,Q68FD9;D3YTS3,Kiaa1549,UPF0606 protein KIAA1549,34,0.0,914468.0,999661.0,0.0,1317450.0,0.0,0.0,190031.0,1512820.0,0.0,622343.0,0.0,702397.0,24369700.0,267792.0
1156,AIP_MOUSE,O08915,O08915,Aip,AH receptor-interacting protein,8,0.0,914027.0,5982380.0,0.0,1796820.0,0.0,0.0,0.0,80676.8,0.0,0.0,0.0,441602.0,2592070.0,883265.0
1157,AP1G1_MOUSE,P22892,P22892;Q8CBB7,Ap1g1,AP-1 complex subunit gamma-1,24,0.0,913314.0,4408100.0,0.0,1571310.0,0.0,0.0,0.0,111457.0,0.0,85226.9,0.0,115457.0,4069390.0,175323.0
1158,HMGB1_MOUSE,P63158,P30681;P63158;A0A0J9YUZ4,Hmgb1,High mobility group protein B1,7,1356060.0,909086.0,1688120.0,336792.0,794993.0,413513.0,514390.0,1726680.0,782900.0,1262010.0,2666900.0,640619.0,2306450.0,303865.0,2439960.0
1159,PRPS1_MOUSE,Q9D7G0,G3UXL2;Q9CS42;Q9D7G0,Prps1,Ribose-phosphate pyrophosphokinase 1,10,0.0,908373.0,12041200.0,0.0,1168230.0,0.0,0.0,0.0,274223.0,0.0,0.0,0.0,148466.0,6130800.0,284140.0
1160,GORS2_MOUSE,Q99JX3,Q99JX3;A2ATI9;Q99JX3-2,Gorasp2,Golgi reassembly-stacking protein 2,7,0.0,906316.0,2543810.0,0.0,1673760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170344.0,1261820.0,0.0
1161,S12A2_MOUSE,P55012,P55012;E9QM38,Slc12a2,Solute carrier family 12 member 2,25,0.0,905282.0,554197.0,51359700.0,1148890.0,0.0,0.0,263957.0,1138700.0,0.0,568100.0,0.0,649301.0,27730500.0,0.0
1162,SUN1-4_MOUSE;SUN1_MOUSE,Q9D666;Q9D666-4,Q9D666;Q9D666-4,Sun1,SUN domain-containing protein 1,19,0.0,905032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5120680.0,0.0
1163,CNTN1_MOUSE,P12960,P12960,Cntn1,Contactin-1,41,118357.0,900722.0,586764.0,0.0,1114840.0,0.0,0.0,0.0,4935590.0,0.0,387032.0,0.0,398538.0,109952000.0,114262.0
1164,PRDX4_MOUSE,O08807,O08807;B1AZS9,Prdx4,Peroxiredoxin-4,2,777253.0,900713.0,1667270.0,1173160.0,1402360.0,176888.0,321910.0,80136.6,253521.0,341249.0,372539.0,402325.0,379001.0,10310300.0,632919.0
1165,F234B-2_MOUSE;F234B_MOUSE,Q8BYI8;Q8BYI8-2,Q8BYI8;Q8BYI8-2,Fam234b,Protein FAM234B,9,0.0,900101.0,964472.0,0.0,1382850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945713.0,0.0
1166,GGA3_MOUSE,Q8BMI3,Q8BMI3;A2A9W7;S4R2D2,Gga3,ADP-ribosylation factor-binding protein GGA3,19,0.0,898557.0,4712640.0,0.0,1609180.0,0.0,0.0,0.0,0.0,0.0,68197.8,0.0,285582.0,2718800.0,493611.0
1167,UBP5_MOUSE,P56399,P56399;D3YYA5;D3Z4K7;Q3U4W8,Usp5,Ubiquitin carboxyl-terminal hydrolase 5,29,164799.0,898178.0,4100860.0,0.0,1916170.0,0.0,0.0,115117.0,142112.0,0.0,609768.0,64670.6,1198570.0,5334930.0,720876.0
1168,E9Q616_MOUSE,E9Q616,E9Q616;A0A494BBD5,Ahnak,PDZ domain-containing protein,123,233155.0,896108.0,1637270.0,220083.0,830943.0,5318660.0,105940.0,435700.0,358850.0,0.0,677524.0,144421.0,988412.0,47468100.0,1039750.0
1169,CDIPT_MOUSE,Q8VDP6,Q8VDP6;A0A0U1RP13,Cdipt,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,5,49282.3,894763.0,818838.0,0.0,2408900.0,0.0,112700.0,592842.0,777451.0,0.0,362719.0,165860.0,1193260.0,12999200.0,0.0
1170,DYM_MOUSE,Q8CHY3,Q8CHY3,Dym,Dymeclin,10,0.0,892956.0,3366720.0,0.0,1442210.0,0.0,0.0,276734.0,0.0,0.0,166157.0,0.0,737035.0,3424000.0,342698.0
1171,F8VQK3_MOUSE,F8VQK3,F8VQK3,Gucy1a2,Guanylate cyclase,24,0.0,892891.0,2271150.0,0.0,1834360.0,0.0,0.0,110770.0,278827.0,0.0,125262.0,0.0,385525.0,7401210.0,248219.0
1172,PTN11-1_MOUSE,P35235-1,P35235;P35235-1,Ptpn11,"Isoform of P35235, Isoform 2 of Tyrosine-protein phosphatase non-receptor type 11",32,0.0,892441.0,13176800.0,0.0,1278650.0,0.0,0.0,0.0,75889.2,0.0,0.0,0.0,337858.0,4238780.0,630192.0
